what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899662378
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1504899663703
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899670889
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899671714
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899675225
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1504899676313
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899680457
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899682012
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1504899684197
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899687680
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899699500
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899702454
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899711880
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899715094
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899716931
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899718303
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1504899718414
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899721617
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1504899722704
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1504899723766
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1504899725120
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1504899726588
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899735036
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1504899736297
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1504899737526
