what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899437544
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899458521
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899480363
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899490885
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899494111
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899499063
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899524625
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899530751
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899546532
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899558247
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899561098
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899565787
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899566759
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899568020
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899570052
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899576191
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899576214
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899577562
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899582120
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899584637
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899589442
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1504899602201
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899603195
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899624125
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1504899635444
